time,location,Y,total_sessions,total_carts,total_checkouts,total_orders_placed
2024-05-11,méxico,Mexico,6251,172,83,22
2024-05-11,nuevo león,Mexico,4482,126,41,4
2024-05-11,jalisco,Mexico,4666,134,48,11
2024-05-11,veracruz,Mexico,1621,44,15,4
2024-05-11,guanajuato,Mexico,1649,52,21,9
2024-05-11,sinaloa,Mexico,1097,39,11,4
2024-05-11,puebla,Mexico,1356,47,20,6
2024-05-11,querétaro,Mexico,1214,35,16,2
2024-05-11,baja california,Mexico,1049,31,18,5
2024-05-11,chihuahua,Mexico,1123,33,16,2
2024-05-11,sonora,Mexico,981,27,6,0
2024-05-11,coahuila,Mexico,1030,39,24,5
2024-05-11,tamaulipas,Mexico,884,22,11,1
2024-05-11,yucatán,Mexico,1029,32,12,2
2024-05-11,quintana roo,Mexico,1048,45,16,1
2024-05-11,michoacán,Mexico,999,33,13,3
2024-05-11,morelos,Mexico,1200,15,4,1
2024-05-11,tabasco,Mexico,664,23,10,2
2024-05-11,guerrero,Mexico,498,12,8,1
2024-05-11,chiapas,Mexico,366,11,3,3
2024-05-11,san luis potosí,Mexico,501,11,2,0
2024-05-11,hidalgo,Mexico,491,14,8,1
2024-05-11,oaxaca,Mexico,209,8,3,0
2024-05-11,aguascalientes,Mexico,328,13,5,3
2024-05-11,zacatecas,Mexico,277,5,1,0
2024-05-11,baja california sur,Mexico,238,9,4,1
2024-05-11,durango,Mexico,248,8,4,0
2024-05-11,campeche,Mexico,266,8,7,2
2024-05-11,nayarit,Mexico,135,4,1,0
2024-05-11,colima,Mexico,202,7,5,0
2024-05-11,tlaxcala,Mexico,165,9,3,0
2024-05-12,mexico city,Mexico,13436,411,170,46
2024-05-12,méxico,Mexico,6320,184,87,15
2024-05-12,nuevo león,Mexico,4868,160,62,18
2024-05-12,jalisco,Mexico,5063,163,61,18
2024-05-12,veracruz,Mexico,1690,53,28,7
2024-05-12,guanajuato,Mexico,1843,45,19,4
2024-05-12,sinaloa,Mexico,1127,47,15,5
2024-05-12,puebla,Mexico,1412,62,30,4
2024-05-12,querétaro,Mexico,1211,33,13,4
2024-05-12,baja california,Mexico,1180,36,15,3
2024-05-12,chihuahua,Mexico,1207,33,18,4
2024-05-12,sonora,Mexico,1106,35,15,8
2024-05-12,coahuila,Mexico,1133,34,11,2
2024-05-12,tamaulipas,Mexico,1054,33,11,2
2024-05-12,yucatán,Mexico,1102,29,14,1
2024-05-12,quintana roo,Mexico,1136,33,19,4
2024-05-12,michoacán,Mexico,1050,34,11,2
2024-05-12,morelos,Mexico,1186,20,4,1
2024-05-12,tabasco,Mexico,671,14,3,1
2024-05-12,guerrero,Mexico,564,13,7,2
2024-05-12,chiapas,Mexico,436,14,5,3
2024-05-12,san luis potosí,Mexico,558,16,7,3
2024-05-12,hidalgo,Mexico,506,17,8,1
2024-05-12,oaxaca,Mexico,209,8,5,0
2024-05-12,aguascalientes,Mexico,415,9,6,4
2024-05-12,zacatecas,Mexico,332,7,2,1
2024-05-12,baja california sur,Mexico,294,10,3,1
2024-05-12,durango,Mexico,307,10,13,2
2024-05-12,campeche,Mexico,304,9,6,1
2024-05-12,nayarit,Mexico,195,13,1,0
2024-05-12,colima,Mexico,201,11,6,0
2024-05-12,tlaxcala,Mexico,222,14,8,3
2024-05-13,mexico city,Mexico,12343,408,208,56
2024-05-13,méxico,Mexico,5288,172,79,21
2024-05-13,nuevo león,Mexico,4374,139,62,11
2024-05-13,jalisco,Mexico,4556,141,67,15
2024-05-13,veracruz,Mexico,1477,38,30,3
2024-05-13,guanajuato,Mexico,1609,47,14,8
2024-05-13,sinaloa,Mexico,1172,35,28,6
2024-05-13,puebla,Mexico,1231,34,23,3
2024-05-13,querétaro,Mexico,1145,52,18,3
2024-05-13,baja california,Mexico,1080,31,17,4
2024-05-13,chihuahua,Mexico,1096,30,8,2
2024-05-13,sonora,Mexico,981,32,11,2
2024-05-13,coahuila,Mexico,975,34,16,1
2024-05-13,tamaulipas,Mexico,1024,31,16,4
2024-05-13,yucatán,Mexico,1073,40,19,7
2024-05-13,quintana roo,Mexico,1025,41,15,4
2024-05-13,michoacán,Mexico,862,32,17,7
2024-05-13,morelos,Mexico,1078,23,6,1
2024-05-13,tabasco,Mexico,657,19,12,1
2024-05-13,guerrero,Mexico,482,12,5,1
2024-05-13,chiapas,Mexico,374,12,4,1
2024-05-13,san luis potosí,Mexico,443,12,2,0
2024-05-13,hidalgo,Mexico,472,28,11,3
2024-05-13,oaxaca,Mexico,189,8,1,1
2024-05-13,aguascalientes,Mexico,364,12,5,1
2024-05-13,zacatecas,Mexico,280,11,0,0
2024-05-13,baja california sur,Mexico,269,8,3,0
2024-05-13,durango,Mexico,237,3,4,0
2024-05-13,campeche,Mexico,285,9,8,1
2024-05-13,nayarit,Mexico,156,8,4,1
2024-05-13,colima,Mexico,207,8,6,1
2024-05-13,tlaxcala,Mexico,148,3,1,0
2024-05-14,mexico city,Mexico,12123,455,258,68
2024-05-14,méxico,Mexico,5021,195,107,26
2024-05-14,nuevo león,Mexico,4239,147,76,17
2024-05-14,jalisco,Mexico,4551,172,76,21
2024-05-14,veracruz,Mexico,1542,45,35,9
2024-05-14,guanajuato,Mexico,1579,60,21,3
2024-05-14,sinaloa,Mexico,1043,27,16,3
2024-05-14,puebla,Mexico,1218,48,34,7
2024-05-14,querétaro,Mexico,1039,37,24,6
2024-05-14,baja california,Mexico,1026,35,11,4
2024-05-14,chihuahua,Mexico,1066,44,20,6
2024-05-14,sonora,Mexico,956,37,18,7
2024-05-14,coahuila,Mexico,935,32,15,3
2024-05-14,tamaulipas,Mexico,978,25,14,4
2024-05-14,yucatán,Mexico,936,40,25,7
2024-05-14,quintana roo,Mexico,952,38,12,5
2024-05-14,michoacán,Mexico,859,33,14,1
2024-05-14,morelos,Mexico,1041,29,9,3
2024-05-14,tabasco,Mexico,584,19,13,5
2024-05-14,guerrero,Mexico,452,17,5,2
2024-05-14,chiapas,Mexico,386,11,6,2
2024-05-14,san luis potosí,Mexico,448,21,17,4
2024-05-14,hidalgo,Mexico,441,17,9,1
2024-05-14,oaxaca,Mexico,176,8,2,0
2024-05-14,aguascalientes,Mexico,311,13,5,1
2024-05-14,zacatecas,Mexico,291,8,3,0
2024-05-14,baja california sur,Mexico,273,15,2,1
2024-05-14,durango,Mexico,262,8,3,0
2024-05-14,campeche,Mexico,253,13,4,0
2024-05-14,nayarit,Mexico,177,8,7,1
2024-05-14,colima,Mexico,175,7,3,0
2024-05-14,tlaxcala,Mexico,189,4,1,0
2024-05-15,mexico city,Mexico,56426,1927,773,165
2024-05-15,méxico,Mexico,27267,857,385,83
2024-05-15,nuevo león,Mexico,20760,626,235,43
2024-05-15,jalisco,Mexico,19401,625,261,68
2024-05-15,veracruz,Mexico,8240,245,113,24
2024-05-15,guanajuato,Mexico,7680,223,102,25
2024-05-15,sinaloa,Mexico,6330,205,61,9
2024-05-15,puebla,Mexico,6768,213,90,20
2024-05-15,querétaro,Mexico,5549,162,71,18
2024-05-15,baja california,Mexico,6234,162,43,9
2024-05-15,chihuahua,Mexico,5712,181,46,11
2024-05-15,sonora,Mexico,5744,160,52,8
2024-05-15,coahuila,Mexico,5725,150,46,7
2024-05-15,tamaulipas,Mexico,5034,129,61,8
2024-05-15,yucatán,Mexico,4844,125,45,11
2024-05-15,quintana roo,Mexico,4549,141,58,13
2024-05-15,michoacán,Mexico,4738,135,48,8
2024-05-15,morelos,Mexico,3901,110,40,6
2024-05-15,tabasco,Mexico,3094,89,44,9
2024-05-15,guerrero,Mexico,2558,70,32,5
2024-05-15,chiapas,Mexico,1944,57,24,7
2024-05-15,san luis potosí,Mexico,2593,66,18,1
2024-05-15,hidalgo,Mexico,2335,79,32,4
2024-05-15,oaxaca,Mexico,973,39,23,4
2024-05-15,aguascalientes,Mexico,1811,57,17,3
2024-05-15,zacatecas,Mexico,1488,55,28,2
2024-05-15,baja california sur,Mexico,1436,40,10,1
2024-05-15,durango,Mexico,1376,34,14,1
2024-05-15,campeche,Mexico,1205,44,17,4
2024-05-15,nayarit,Mexico,856,25,6,1
2024-05-15,colima,Mexico,973,33,18,4
2024-05-15,tlaxcala,Mexico,956,33,12,1
2024-05-16,mexico city,Mexico,31601,1148,630,156
2024-05-16,méxico,Mexico,14388,581,305,76
2024-05-16,nuevo león,Mexico,10892,375,160,34
2024-05-16,jalisco,Mexico,9933,399,188,43
2024-05-16,veracruz,Mexico,4471,167,90,17
2024-05-16,guanajuato,Mexico,3817,148,77,18
2024-05-16,sinaloa,Mexico,3278,94,47,13
2024-05-16,puebla,Mexico,3591,116,65,13
2024-05-16,querétaro,Mexico,2908,111,53,9
2024-05-16,baja california,Mexico,2584,82,24,4
2024-05-16,chihuahua,Mexico,2593,90,27,3
2024-05-16,sonora,Mexico,2734,68,28,5
2024-05-16,coahuila,Mexico,2732,107,56,6
2024-05-16,tamaulipas,Mexico,2361,68,21,4
2024-05-16,yucatán,Mexico,2809,106,47,10
2024-05-16,quintana roo,Mexico,2719,114,38,10
2024-05-16,michoacán,Mexico,2382,99,56,8
2024-05-16,morelos,Mexico,2256,61,40,6
2024-05-16,tabasco,Mexico,1846,54,42,9
2024-05-16,guerrero,Mexico,1252,40,14,3
2024-05-16,chiapas,Mexico,974,38,12,3
2024-05-16,san luis potosí,Mexico,1280,56,30,7
2024-05-16,hidalgo,Mexico,1206,49,37,9
2024-05-16,oaxaca,Mexico,525,15,10,3
2024-05-16,aguascalientes,Mexico,922,29,10,2
2024-05-16,zacatecas,Mexico,613,24,15,5
2024-05-16,baja california sur,Mexico,657,24,8,2
2024-05-16,durango,Mexico,621,22,12,1
2024-05-16,campeche,Mexico,666,41,21,6
2024-05-16,nayarit,Mexico,416,16,7,3
2024-05-16,colima,Mexico,498,35,15,3
2024-05-16,tlaxcala,Mexico,467,20,10,3
2024-05-17,mexico city,Mexico,25121,838,484,116
2024-05-17,méxico,Mexico,11752,416,192,31
2024-05-17,nuevo león,Mexico,9303,327,135,26
2024-05-17,jalisco,Mexico,8968,379,169,39
2024-05-17,veracruz,Mexico,3890,130,67,9
2024-05-17,guanajuato,Mexico,3247,108,46,6
2024-05-17,sinaloa,Mexico,2841,90,44,13
2024-05-17,puebla,Mexico,3144,98,51,10
2024-05-17,querétaro,Mexico,2400,69,39,13
2024-05-17,baja california,Mexico,2442,86,19,2
2024-05-17,chihuahua,Mexico,2317,88,41,9
2024-05-17,sonora,Mexico,2374,75,28,6
2024-05-17,coahuila,Mexico,2454,77,28,6
2024-05-17,tamaulipas,Mexico,2219,67,30,4
2024-05-17,yucatán,Mexico,2306,93,52,10
2024-05-17,quintana roo,Mexico,2390,84,37,6
2024-05-17,michoacán,Mexico,2174,76,31,7
2024-05-17,morelos,Mexico,1846,70,28,4
2024-05-17,tabasco,Mexico,1600,54,29,4
2024-05-17,guerrero,Mexico,1148,38,14,1
2024-05-17,chiapas,Mexico,965,28,17,5
2024-05-17,san luis potosí,Mexico,1149,42,15,3
2024-05-17,hidalgo,Mexico,1090,42,25,8
2024-05-17,oaxaca,Mexico,446,10,5,1
2024-05-17,aguascalientes,Mexico,843,34,12,2
2024-05-17,zacatecas,Mexico,610,19,14,3
2024-05-17,baja california sur,Mexico,664,27,8,2
2024-05-17,durango,Mexico,656,25,9,2
2024-05-17,campeche,Mexico,609,11,4,0
2024-05-17,nayarit,Mexico,366,7,4,3
2024-05-17,colima,Mexico,466,16,10,2
2024-05-17,tlaxcala,Mexico,384,12,6,1
2024-05-18,mexico city,Mexico,23738,764,401,97
2024-05-18,méxico,Mexico,11187,369,185,36
2024-05-18,nuevo león,Mexico,9138,282,112,28
2024-05-18,jalisco,Mexico,8803,303,147,38
2024-05-18,veracruz,Mexico,3403,107,59,14
2024-05-18,guanajuato,Mexico,2960,84,31,7
2024-05-18,sinaloa,Mexico,2759,92,31,8
2024-05-18,puebla,Mexico,2883,94,49,12
2024-05-18,querétaro,Mexico,2311,74,32,9
2024-05-18,baja california,Mexico,2322,68,25,4
2024-05-18,chihuahua,Mexico,2384,77,26,7
2024-05-18,sonora,Mexico,2362,71,33,8
2024-05-18,coahuila,Mexico,2452,77,30,7
2024-05-18,tamaulipas,Mexico,2088,60,25,3
2024-05-18,yucatán,Mexico,2187,64,38,8
2024-05-18,quintana roo,Mexico,2309,94,45,9
2024-05-18,michoacán,Mexico,2100,56,25,5
2024-05-18,morelos,Mexico,1637,57,21,5
2024-05-18,tabasco,Mexico,1448,63,29,7
2024-05-18,guerrero,Mexico,1089,35,20,6
2024-05-18,chiapas,Mexico,779,33,9,4
2024-05-18,san luis potosí,Mexico,1035,29,8,2
2024-05-18,hidalgo,Mexico,917,38,17,4
2024-05-18,oaxaca,Mexico,403,12,4,2
2024-05-18,aguascalientes,Mexico,742,23,7,3
2024-05-18,zacatecas,Mexico,637,22,12,2
2024-05-18,baja california sur,Mexico,624,19,12,2
2024-05-18,durango,Mexico,661,18,8,1
2024-05-18,campeche,Mexico,585,18,8,1
2024-05-18,nayarit,Mexico,352,19,7,0
2024-05-18,colima,Mexico,481,26,14,1
2024-05-18,tlaxcala,Mexico,360,20,9,1
2024-05-19,mexico city,Mexico,24734,882,387,78
2024-05-19,méxico,Mexico,12413,435,209,54
2024-05-19,nuevo león,Mexico,9286,279,114,25
2024-05-19,jalisco,Mexico,9059,302,148,31
2024-05-19,veracruz,Mexico,3609,117,71,13
2024-05-19,guanajuato,Mexico,3212,93,49,10
2024-05-19,sinaloa,Mexico,2848,119,45,14
2024-05-19,puebla,Mexico,2999,89,47,6
2024-05-19,querétaro,Mexico,2441,85,38,7
2024-05-19,baja california,Mexico,2224,67,16,6
2024-05-19,chihuahua,Mexico,2619,75,32,12
2024-05-19,sonora,Mexico,2292,77,29,6
2024-05-19,coahuila,Mexico,2462,82,32,9
2024-05-19,tamaulipas,Mexico,2175,57,26,4
2024-05-19,yucatán,Mexico,2342,99,49,10
2024-05-19,quintana roo,Mexico,2324,89,41,13
2024-05-19,michoacán,Mexico,2037,53,21,4
2024-05-19,morelos,Mexico,1657,38,25,9
2024-05-19,tabasco,Mexico,1458,58,33,9
2024-05-19,guerrero,Mexico,1042,35,19,5
2024-05-19,chiapas,Mexico,876,41,13,2
2024-05-19,san luis potosí,Mexico,1011,32,15,5
2024-05-19,hidalgo,Mexico,1056,42,23,1
2024-05-19,oaxaca,Mexico,435,9,10,0
2024-05-19,aguascalientes,Mexico,768,32,8,4
2024-05-19,zacatecas,Mexico,608,21,13,5
2024-05-19,baja california sur,Mexico,639,23,7,1
2024-05-19,durango,Mexico,659,8,5,2
2024-05-19,campeche,Mexico,498,23,13,4
2024-05-19,nayarit,Mexico,386,19,11,1
2024-05-19,colima,Mexico,458,15,7,0
2024-05-19,tlaxcala,Mexico,399,16,10,2
2024-05-20,mexico city,Mexico,23520,905,501,106
2024-05-20,méxico,Mexico,10924,402,267,47
2024-05-20,nuevo león,Mexico,8724,283,137,35
2024-05-20,jalisco,Mexico,8539,329,174,38
2024-05-20,veracruz,Mexico,3613,143,82,10
2024-05-20,guanajuato,Mexico,3079,110,42,7
2024-05-20,sinaloa,Mexico,2673,86,45,12
2024-05-20,puebla,Mexico,2844,82,41,7
2024-05-20,querétaro,Mexico,2184,74,31,4
2024-05-20,baja california,Mexico,2209,77,27,6
2024-05-20,chihuahua,Mexico,2572,103,33,4
2024-05-20,sonora,Mexico,2317,92,35,6
2024-05-20,coahuila,Mexico,2494,79,44,8
2024-05-20,tamaulipas,Mexico,2103,63,23,5
2024-05-20,yucatán,Mexico,2360,91,48,9
2024-05-20,quintana roo,Mexico,2343,94,31,3
2024-05-20,michoacán,Mexico,2036,76,43,7
2024-05-20,morelos,Mexico,1533,45,32,3
2024-05-20,tabasco,Mexico,1610,61,32,6
2024-05-20,guerrero,Mexico,998,39,27,5
2024-05-20,chiapas,Mexico,888,39,17,3
2024-05-20,san luis potosí,Mexico,1006,29,15,5
2024-05-20,hidalgo,Mexico,977,45,30,2
2024-05-20,oaxaca,Mexico,435,16,11,1
2024-05-20,aguascalientes,Mexico,752,33,18,5
2024-05-20,zacatecas,Mexico,606,21,10,1
2024-05-20,baja california sur,Mexico,650,16,7,1
2024-05-20,durango,Mexico,590,21,14,4
2024-05-20,campeche,Mexico,564,23,8,2
2024-05-20,nayarit,Mexico,326,14,6,0
2024-05-20,colima,Mexico,451,20,14,3
2024-05-20,tlaxcala,Mexico,392,14,4,0
2024-05-21,mexico city,Mexico,19121,764,485,99
2024-05-21,méxico,Mexico,9203,391,237,49
2024-05-21,nuevo león,Mexico,6736,235,112,34
2024-05-21,jalisco,Mexico,6878,289,179,36
2024-05-21,veracruz,Mexico,2971,99,73,14
2024-05-21,guanajuato,Mexico,2569,116,71,12
2024-05-21,sinaloa,Mexico,2114,85,49,8
2024-05-21,puebla,Mexico,2363,98,52,9
2024-05-21,querétaro,Mexico,1734,62,32,8
2024-05-21,baja california,Mexico,1721,47,16,3
2024-05-21,chihuahua,Mexico,1819,64,25,6
2024-05-21,sonora,Mexico,1797,75,51,12
2024-05-21,coahuila,Mexico,1849,52,26,2
2024-05-21,tamaulipas,Mexico,1608,53,29,5
2024-05-21,yucatán,Mexico,1871,81,58,17
2024-05-21,quintana roo,Mexico,1958,90,50,8
2024-05-21,michoacán,Mexico,1567,56,36,7
2024-05-21,morelos,Mexico,1263,52,34,6
2024-05-21,tabasco,Mexico,1366,51,27,3
2024-05-21,guerrero,Mexico,840,29,20,5
2024-05-21,chiapas,Mexico,730,29,16,2
2024-05-21,san luis potosí,Mexico,756,30,19,4
2024-05-21,hidalgo,Mexico,782,22,19,4
2024-05-21,oaxaca,Mexico,361,16,11,1
2024-05-21,aguascalientes,Mexico,630,25,17,2
2024-05-21,zacatecas,Mexico,522,18,4,0
2024-05-21,baja california sur,Mexico,442,9,4,0
2024-05-21,durango,Mexico,461,15,6,2
2024-05-21,campeche,Mexico,449,18,8,2
2024-05-21,nayarit,Mexico,248,6,6,2
2024-05-21,colima,Mexico,366,12,4,1
2024-05-21,tlaxcala,Mexico,334,18,7,0
2024-05-22,mexico city,Mexico,21142,852,533,122
2024-05-22,méxico,Mexico,10214,386,192,36
2024-05-22,nuevo león,Mexico,7411,267,125,25
2024-05-22,jalisco,Mexico,7082,294,171,35
2024-05-22,veracruz,Mexico,3045,101,74,13
2024-05-22,guanajuato,Mexico,2717,85,40,14
2024-05-22,sinaloa,Mexico,1886,65,35,4
2024-05-22,puebla,Mexico,2510,93,59,12
2024-05-22,querétaro,Mexico,1681,64,38,7
2024-05-22,baja california,Mexico,1840,61,25,5
2024-05-22,chihuahua,Mexico,1960,72,28,7
2024-05-22,sonora,Mexico,1800,49,23,6
2024-05-22,coahuila,Mexico,1756,52,25,6
2024-05-22,tamaulipas,Mexico,1693,47,19,2
2024-05-22,yucatán,Mexico,1996,81,43,12
2024-05-22,quintana roo,Mexico,2146,60,45,7
2024-05-22,michoacán,Mexico,1870,54,33,6
2024-05-22,morelos,Mexico,1362,41,14,4
2024-05-22,tabasco,Mexico,1394,65,39,7
2024-05-22,guerrero,Mexico,875,32,33,4
2024-05-22,chiapas,Mexico,743,21,10,1
2024-05-22,san luis potosí,Mexico,667,33,7,1
2024-05-22,hidalgo,Mexico,910,40,18,1
2024-05-22,oaxaca,Mexico,379,12,5,1
2024-05-22,aguascalientes,Mexico,683,30,9,3
2024-05-22,zacatecas,Mexico,543,23,26,3
2024-05-22,baja california sur,Mexico,484,14,3,0
2024-05-22,durango,Mexico,496,17,7,1
2024-05-22,campeche,Mexico,502,11,3,1
2024-05-22,nayarit,Mexico,283,10,6,0
2024-05-22,colima,Mexico,374,11,4,0
2024-05-22,tlaxcala,Mexico,347,11,3,0
2024-05-23,mexico city,Mexico,27192,1074,663,168
2024-05-23,méxico,Mexico,13452,537,346,71
2024-05-23,nuevo león,Mexico,8614,262,152,32
2024-05-23,jalisco,Mexico,8472,290,197,46
2024-05-23,veracruz,Mexico,4124,144,101,17
2024-05-23,guanajuato,Mexico,3423,93,50,10
2024-05-23,sinaloa,Mexico,2310,100,54,14
2024-05-23,puebla,Mexico,3791,123,78,21
2024-05-23,querétaro,Mexico,1789,59,40,8
2024-05-23,baja california,Mexico,2348,68,27,5
2024-05-23,chihuahua,Mexico,2598,77,40,2
2024-05-23,sonora,Mexico,2100,79,45,11
2024-05-23,coahuila,Mexico,2015,60,33,7
2024-05-23,tamaulipas,Mexico,2099,61,23,6
2024-05-23,yucatán,Mexico,2563,98,78,25
2024-05-23,quintana roo,Mexico,2662,85,45,6
2024-05-23,michoacán,Mexico,2526,78,58,13
2024-05-23,morelos,Mexico,1805,54,30,4
2024-05-23,tabasco,Mexico,1845,60,51,11
2024-05-23,guerrero,Mexico,1264,55,41,5
2024-05-23,chiapas,Mexico,1213,35,25,5
2024-05-23,san luis potosí,Mexico,789,29,16,5
2024-05-23,hidalgo,Mexico,1191,46,36,5
2024-05-23,oaxaca,Mexico,624,21,10,1
2024-05-23,aguascalientes,Mexico,823,31,15,4
2024-05-23,zacatecas,Mexico,716,13,12,3
2024-05-23,baja california sur,Mexico,598,21,9,1
2024-05-23,durango,Mexico,627,15,10,3
2024-05-23,campeche,Mexico,652,27,21,1
2024-05-23,nayarit,Mexico,383,13,5,0
2024-05-23,colima,Mexico,448,11,8,2
2024-05-23,tlaxcala,Mexico,546,11,10,4
2024-05-24,mexico city,Mexico,11989,439,299,60
2024-05-24,méxico,Mexico,5553,174,117,17
2024-05-24,nuevo león,Mexico,3482,123,55,14
2024-05-24,jalisco,Mexico,3179,102,54,15
2024-05-24,veracruz,Mexico,1596,84,56,17
2024-05-24,guanajuato,Mexico,1272,34,16,2
2024-05-24,sinaloa,Mexico,779,31,24,7
2024-05-24,puebla,Mexico,1425,52,23,5
2024-05-24,querétaro,Mexico,597,21,15,0
2024-05-24,baja california,Mexico,1091,37,16,3
2024-05-24,chihuahua,Mexico,1020,36,16,6
2024-05-24,sonora,Mexico,896,35,28,7
2024-05-24,coahuila,Mexico,669,25,13,2
2024-05-24,tamaulipas,Mexico,849,27,19,2
2024-05-24,yucatán,Mexico,1110,28,17,3
2024-05-24,quintana roo,Mexico,1115,43,26,3
2024-05-24,michoacán,Mexico,946,28,15,4
2024-05-24,morelos,Mexico,685,21,6,0
2024-05-24,tabasco,Mexico,820,28,28,3
2024-05-24,guerrero,Mexico,398,16,7,1
2024-05-24,chiapas,Mexico,425,10,11,2
2024-05-24,san luis potosí,Mexico,287,11,8,1
2024-05-24,hidalgo,Mexico,438,19,12,3
2024-05-24,oaxaca,Mexico,264,6,3,0
2024-05-24,aguascalientes,Mexico,334,7,3,2
2024-05-24,zacatecas,Mexico,220,3,2,1
2024-05-24,baja california sur,Mexico,250,11,6,0
2024-05-24,durango,Mexico,237,8,3,1
2024-05-24,campeche,Mexico,219,10,6,2
2024-05-24,nayarit,Mexico,167,10,4,2
2024-05-24,colima,Mexico,199,10,3,1
2024-05-24,tlaxcala,Mexico,222,4,2,1
2024-05-25,mexico city,Mexico,10727,362,194,50
2024-05-25,méxico,Mexico,5232,158,85,26
2024-05-25,nuevo león,Mexico,3766,119,63,13
2024-05-25,jalisco,Mexico,3290,126,78,12
2024-05-25,veracruz,Mexico,1449,46,27,5
2024-05-25,guanajuato,Mexico,1228,35,28,4
2024-05-25,sinaloa,Mexico,765,23,10,4
2024-05-25,puebla,Mexico,1335,43,21,6
2024-05-25,querétaro,Mexico,737,27,18,3
2024-05-25,baja california,Mexico,1017,34,14,2
2024-05-25,chihuahua,Mexico,1020,36,19,4
2024-05-25,sonora,Mexico,836,36,21,4
2024-05-25,coahuila,Mexico,734,15,9,1
2024-05-25,tamaulipas,Mexico,835,23,11,2
2024-05-25,yucatán,Mexico,990,36,20,5
2024-05-25,quintana roo,Mexico,1064,31,34,6
2024-05-25,michoacán,Mexico,792,26,14,1
2024-05-25,morelos,Mexico,677,27,14,1
2024-05-25,tabasco,Mexico,693,30,22,5
2024-05-25,guerrero,Mexico,420,16,6,1
2024-05-25,chiapas,Mexico,426,17,10,1
2024-05-25,san luis potosí,Mexico,245,4,2,1
2024-05-25,hidalgo,Mexico,463,22,17,3
2024-05-25,oaxaca,Mexico,220,8,4,1
2024-05-25,aguascalientes,Mexico,301,15,7,3
2024-05-25,zacatecas,Mexico,211,8,5,2
2024-05-25,baja california sur,Mexico,224,5,6,1
2024-05-25,durango,Mexico,198,8,1,0
2024-05-25,campeche,Mexico,275,12,7,2
2024-05-25,nayarit,Mexico,126,7,4,0
2024-05-25,colima,Mexico,160,3,3,0
2024-05-25,tlaxcala,Mexico,161,3,2,1
2024-05-26,mexico city,Mexico,9967,355,210,48
2024-05-26,méxico,Mexico,4989,178,120,32
2024-05-26,nuevo león,Mexico,3393,132,63,13
2024-05-26,jalisco,Mexico,3060,111,63,12
2024-05-26,veracruz,Mexico,1315,42,23,3
2024-05-26,guanajuato,Mexico,1078,34,23,2
2024-05-26,sinaloa,Mexico,758,35,28,7
2024-05-26,puebla,Mexico,1218,43,22,5
2024-05-26,querétaro,Mexico,603,29,14,3
2024-05-26,baja california,Mexico,944,25,6,1
2024-05-26,chihuahua,Mexico,991,47,11,4
2024-05-26,sonora,Mexico,816,30,20,3
2024-05-26,coahuila,Mexico,732,31,18,2
2024-05-26,tamaulipas,Mexico,783,22,9,3
2024-05-26,yucatán,Mexico,850,31,12,3
2024-05-26,quintana roo,Mexico,941,34,21,5
2024-05-26,michoacán,Mexico,782,21,14,4
2024-05-26,morelos,Mexico,626,21,16,3
2024-05-26,tabasco,Mexico,631,21,16,4
2024-05-26,guerrero,Mexico,400,19,8,3
2024-05-26,chiapas,Mexico,382,15,5,3
2024-05-26,san luis potosí,Mexico,228,8,5,2
2024-05-26,hidalgo,Mexico,398,14,9,1
2024-05-26,oaxaca,Mexico,158,2,1,0
2024-05-26,aguascalientes,Mexico,271,6,4,0
2024-05-26,zacatecas,Mexico,250,8,10,2
2024-05-26,baja california sur,Mexico,204,7,2,1
2024-05-26,durango,Mexico,240,10,2,0
2024-05-26,campeche,Mexico,232,11,6,2
2024-05-26,nayarit,Mexico,148,6,2,0
2024-05-26,colima,Mexico,184,2,1,1
2024-05-26,tlaxcala,Mexico,212,11,5,1
2024-05-27,mexico city,Mexico,11444,403,245,72
2024-05-27,méxico,Mexico,5272,182,126,23
2024-05-27,nuevo león,Mexico,3616,120,59,19
2024-05-27,jalisco,Mexico,3507,131,79,20
2024-05-27,veracruz,Mexico,1422,41,25,7
2024-05-27,guanajuato,Mexico,1225,42,28,11
2024-05-27,sinaloa,Mexico,807,31,30,4
2024-05-27,puebla,Mexico,1396,61,30,7
2024-05-27,querétaro,Mexico,777,31,11,4
2024-05-27,baja california,Mexico,1059,26,5,1
2024-05-27,chihuahua,Mexico,1054,46,19,7
2024-05-27,sonora,Mexico,943,40,17,3
2024-05-27,coahuila,Mexico,727,25,9,2
2024-05-27,tamaulipas,Mexico,851,24,8,1
2024-05-27,yucatán,Mexico,987,34,19,6
2024-05-27,quintana roo,Mexico,1089,39,17,3
2024-05-27,michoacán,Mexico,851,24,21,5
2024-05-27,morelos,Mexico,639,23,17,2
2024-05-27,tabasco,Mexico,705,34,23,9
2024-05-27,guerrero,Mexico,380,10,9,2
2024-05-27,chiapas,Mexico,435,17,9,3
2024-05-27,san luis potosí,Mexico,257,14,5,1
2024-05-27,hidalgo,Mexico,448,12,10,2
2024-05-27,oaxaca,Mexico,215,8,4,1
2024-05-27,aguascalientes,Mexico,352,20,14,5
2024-05-27,zacatecas,Mexico,254,15,9,1
2024-05-27,baja california sur,Mexico,239,12,6,0
2024-05-27,durango,Mexico,215,7,5,0
2024-05-27,campeche,Mexico,232,7,5,2
2024-05-27,nayarit,Mexico,145,5,1,0
2024-05-27,colima,Mexico,168,6,2,0
