time,location,Y,carts,payment,purchase
2024-10-06,colima,303,20,12,4
2024-10-06,baja california,1773,100,34,4
2024-10-06,mexico city,18087,1402,814,58
2024-10-06,chiapas,678,53,17,3
2024-10-06,guanajuato,1773,92,41,2
2024-10-06,veracruz,2950,161,82,10
2024-10-06,campeche,401,21,12,1
2024-10-06,tabasco,1300,81,43,4
2024-10-06,baja california sur,397,28,11,0
2024-10-06,sonora,1399,73,27,5
2024-10-07,tlaxcala,332,15,4,0
2024-10-07,michoacán,1698,95,30,5
2024-10-07,yucatán,1780,95,35,6
2024-10-07,guerrero,849,43,21,0
2024-10-07,tamaulipas,1488,82,34,7
2024-10-07,san luis potosí,802,32,12,2
2024-10-07,sinaloa,2713,162,56,7
2024-10-07,zacatecas,464,29,16,3
2024-10-07,morelos,1134,52,18,2
2024-10-07,coahuila,1706,91,42,6
2024-10-07,jalisco,6906,425,147,26
2024-10-07,aguascalientes,711,41,17,4
2024-10-07,nuevo león,9277,669,365,30
2024-10-07,chihuahua,2197,99,33,2
2024-10-07,quintana roo,1896,87,35,2
2024-10-07,méxico,4848,248,137,20
2024-10-07,puebla,2101,114,40,2
2024-10-07,hidalgo,720,40,13,3
2024-10-07,querétaro,2291,119,48,7
2024-10-07,oaxaca,705,43,18,3
2024-10-07,nayarit,348,25,9,0
2024-10-07,durango,486,27,15,1
2024-10-07,colima,345,27,6,1
2024-10-07,baja california,2160,124,53,4
2024-10-07,mexico city,21290,1522,819,70
2024-10-07,chiapas,844,57,25,2
2024-10-07,guanajuato,2076,111,55,8
2024-10-07,veracruz,3266,170,70,5
2024-10-07,campeche,485,24,6,2
2024-10-07,tabasco,1573,71,32,3
2024-10-07,baja california sur,483,28,5,1
2024-10-07,sonora,1755,94,36,3
2024-10-08,tlaxcala,471,21,7,1
2024-10-08,michoacán,1273,57,28,5
2024-10-08,yucatán,1858,85,31,8
2024-10-08,guerrero,692,37,17,3
2024-10-08,tamaulipas,1270,66,29,2
2024-10-08,san luis potosí,623,38,16,1
2024-10-08,sinaloa,1884,105,50,9
2024-10-08,zacatecas,390,20,8,0
2024-10-08,morelos,804,48,24,1
2024-10-08,coahuila,1380,71,36,6
2024-10-08,jalisco,5327,310,125,25
2024-10-08,aguascalientes,574,38,17,1
2024-10-08,nuevo león,7738,563,357,30
2024-10-08,chihuahua,1803,87,46,5
2024-10-08,quintana roo,1791,87,36,5
2024-10-08,méxico,3744,197,109,18
2024-10-08,puebla,1794,89,55,11
2024-10-08,hidalgo,594,37,20,1
2024-10-08,querétaro,1786,94,37,7
2024-10-08,oaxaca,591,39,19,2
2024-10-08,nayarit,275,16,8,2
2024-10-08,durango,383,14,8,2
2024-10-08,colima,265,22,11,3
2024-10-08,baja california,1848,90,43,5
2024-10-08,mexico city,16814,1264,795,69
2024-10-08,chiapas,725,42,17,3
2024-10-08,guanajuato,1543,82,26,8
2024-10-08,veracruz,2629,135,63,7
2024-10-08,campeche,409,16,6,1
2024-10-08,tabasco,1430,58,37,7
2024-10-08,baja california sur,373,27,10,0
2024-10-08,sonora,1310,77,24,3
2024-10-09,tlaxcala,408,20,11,3
2024-10-09,michoacán,1369,71,15,2
2024-10-09,yucatán,1607,94,36,4
2024-10-09,guerrero,747,43,20,2
2024-10-09,tamaulipas,1296,68,37,2
2024-10-09,san luis potosí,670,31,20,3
2024-10-09,sinaloa,2137,122,48,5
2024-10-09,zacatecas,356,13,5,0
2024-10-09,morelos,815,45,17,1
2024-10-09,coahuila,1364,70,32,5
2024-10-09,jalisco,5214,292,115,23
2024-10-09,aguascalientes,594,41,12,2
2024-10-09,nuevo león,7790,607,372,20
2024-10-09,chihuahua,1591,64,28,1
2024-10-09,quintana roo,1774,93,38,6
2024-10-09,méxico,3616,179,98,13
2024-10-09,puebla,1674,90,45,4
2024-10-09,hidalgo,614,27,12,0
2024-10-09,querétaro,1669,85,31,4
2024-10-09,oaxaca,599,32,9,1
2024-10-09,nayarit,235,9,5,1
2024-10-09,durango,398,22,14,0
2024-10-09,colima,286,22,14,4
2024-10-09,baja california,1801,70,32,3
2024-10-09,mexico city,16005,1218,744,65
2024-10-09,chiapas,694,54,19,4
2024-10-09,guanajuato,1662,84,29,3
2024-10-09,veracruz,2728,144,61,10
2024-10-09,campeche,362,13,4,0
2024-10-09,tabasco,1485,69,29,1
2024-10-09,baja california sur,371,25,9,1
2024-10-09,sonora,1340,71,20,1
2024-10-10,tlaxcala,484,15,4,0
2024-10-10,michoacán,1913,70,30,4
2024-10-10,yucatán,2287,107,52,7
2024-10-10,guerrero,865,37,14,3
2024-10-10,tamaulipas,1550,65,22,4
2024-10-10,san luis potosí,809,27,16,2
2024-10-10,sinaloa,2811,145,55,5
2024-10-10,zacatecas,539,20,10,3
2024-10-10,morelos,1064,43,15,0
2024-10-10,coahuila,1698,69,24,5
2024-10-10,jalisco,7071,360,146,22
2024-10-10,aguascalientes,741,42,17,1
2024-10-10,nuevo león,10260,685,436,22
2024-10-10,chihuahua,2011,95,49,5
2024-10-10,quintana roo,2219,108,44,4
2024-10-10,méxico,5517,240,108,14
2024-10-10,puebla,2275,87,44,5
2024-10-10,hidalgo,770,46,17,2
2024-10-10,querétaro,2840,113,48,11
2024-10-10,oaxaca,738,33,16,2
2024-10-10,nayarit,365,22,8,1
2024-10-10,durango,556,16,7,0
2024-10-10,colima,370,16,7,0
2024-10-10,baja california,2241,103,36,3
2024-10-10,mexico city,21414,1307,759,84
2024-10-10,chiapas,926,45,20,3
2024-10-10,guanajuato,2170,93,39,7
2024-10-10,veracruz,3404,157,58,8
2024-10-10,campeche,458,27,11,2
2024-10-10,tabasco,1127,44,23,3
2024-10-10,baja california sur,541,31,12,0
2024-10-10,sonora,1697,91,19,3
2024-10-11,tlaxcala,424,14,4,1
2024-10-11,michoacán,1793,65,25,3
2024-10-11,yucatán,2233,98,32,4
2024-10-11,guerrero,860,35,17,3
2024-10-11,tamaulipas,1484,57,28,3
2024-10-11,san luis potosí,817,34,14,3
2024-10-11,sinaloa,2702,106,39,3
2024-10-11,zacatecas,494,15,4,0
2024-10-11,morelos,1012,32,15,2
2024-10-11,coahuila,1600,58,24,1
2024-10-11,jalisco,6578,305,129,23
2024-10-11,aguascalientes,710,38,11,0
2024-10-11,nuevo león,9662,608,384,14
2024-10-11,chihuahua,1944,74,35,3
2024-10-11,quintana roo,2106,81,40,4
2024-10-11,méxico,5060,231,110,19
2024-10-11,puebla,2233,89,40,1
2024-10-11,hidalgo,708,26,9,1
2024-10-11,querétaro,2729,98,42,5
2024-10-11,oaxaca,605,26,7,1
2024-10-11,nayarit,337,14,6,0
2024-10-11,durango,543,21,17,3
2024-10-11,colima,355,10,5,1
2024-10-11,baja california,2080,95,29,6
2024-10-11,mexico city,19387,1133,672,49
2024-10-11,chiapas,973,59,32,3
2024-10-11,guanajuato,2137,90,47,5
2024-10-11,veracruz,3432,132,71,10
2024-10-11,campeche,420,18,1,0
2024-10-11,tabasco,1138,48,14,1
2024-10-11,baja california sur,532,24,7,0
2024-10-11,sonora,1529,71,30,1
2024-10-12,tlaxcala,410,17,6,1
2024-10-12,michoacán,1642,64,25,6
2024-10-12,yucatán,2039,73,35,3
2024-10-12,guerrero,839,36,10,1
2024-10-12,tamaulipas,1276,43,22,4
2024-10-12,san luis potosí,736,34,18,1
2024-10-12,sinaloa,2496,123,42,9
2024-10-12,zacatecas,464,13,7,1
2024-10-12,morelos,1032,35,23,0
2024-10-12,coahuila,1432,70,35,5
2024-10-12,jalisco,5935,319,132,25
2024-10-12,aguascalientes,613,26,10,1
2024-10-12,nuevo león,8477,612,379,17
2024-10-12,chihuahua,1826,89,43,9
2024-10-12,quintana roo,1849,80,44,5
2024-10-12,méxico,4911,208,101,16
2024-10-12,puebla,2068,83,40,7
2024-10-12,hidalgo,723,31,19,2
2024-10-12,querétaro,2498,119,46,8
2024-10-12,oaxaca,592,26,10,3
2024-10-12,nayarit,319,19,7,2
2024-10-12,durango,449,16,7,0
2024-10-12,colima,305,19,9,2
2024-10-12,baja california,1827,68,38,2
2024-10-12,mexico city,18109,1105,654,67
2024-10-12,chiapas,834,36,23,2
2024-10-12,guanajuato,1957,69,35,7
2024-10-12,veracruz,3072,115,53,7
2024-10-12,campeche,404,15,7,1
2024-10-12,tabasco,1029,46,24,4
2024-10-12,baja california sur,411,16,7,0
2024-10-12,sonora,1492,56,28,2
2024-10-13,tlaxcala,367,13,10,1
2024-10-13,michoacán,1647,58,30,2
2024-10-13,yucatán,1939,82,45,8
2024-10-13,guerrero,855,29,8,1
2024-10-13,tamaulipas,1276,47,23,2
2024-10-13,san luis potosí,830,46,18,2
2024-10-13,sinaloa,2355,109,34,3
2024-10-13,zacatecas,453,13,6,0
2024-10-13,morelos,972,40,19,4
2024-10-13,coahuila,1496,57,31,1
2024-10-13,jalisco,5891,310,135,23
2024-10-13,aguascalientes,650,31,18,4
2024-10-13,nuevo león,8670,644,416,15
2024-10-13,chihuahua,1744,66,32,4
2024-10-13,quintana roo,1905,90,50,6
2024-10-13,méxico,4897,241,118,15
2024-10-13,puebla,1991,77,33,3
2024-10-13,hidalgo,707,19,18,5
2024-10-13,querétaro,2384,90,35,3
2024-10-13,oaxaca,591,16,7,3
2024-10-13,nayarit,317,17,7,0
2024-10-13,durango,493,26,14,1
2024-10-13,colima,327,15,3,1
2024-10-13,baja california,1734,74,29,2
2024-10-13,mexico city,18324,1105,651,65
2024-10-13,chiapas,844,38,16,1
2024-10-13,guanajuato,2010,75,33,3
2024-10-13,veracruz,3078,113,65,6
2024-10-13,campeche,398,18,6,1
2024-10-13,tabasco,1063,47,25,2
2024-10-13,baja california sur,391,12,4,1
2024-10-13,sonora,1370,64,24,3
2024-10-14,tlaxcala,344,13,8,0
2024-10-14,michoacán,1717,81,35,7
2024-10-14,yucatán,2221,105,36,6
2024-10-14,guerrero,852,38,18,2
2024-10-14,tamaulipas,1285,47,21,0
2024-10-14,san luis potosí,858,28,14,1
2024-10-14,sinaloa,2388,114,48,5
2024-10-14,zacatecas,450,13,6,0
2024-10-14,morelos,921,49,26,5
2024-10-14,coahuila,1584,77,39,5
2024-10-14,jalisco,5856,331,124,22
2024-10-14,aguascalientes,686,24,10,0
2024-10-14,nuevo león,8901,607,399,18
2024-10-14,chihuahua,1852,77,35,3
2024-10-14,quintana roo,1866,78,45,7
2024-10-14,méxico,5377,257,125,19
2024-10-14,puebla,2188,79,52,7
2024-10-14,hidalgo,770,31,15,2
2024-10-14,querétaro,2546,103,54,10
2024-10-14,oaxaca,518,19,8,1
2024-10-14,nayarit,294,10,3,1
2024-10-14,durango,503,20,14,0
2024-10-14,colima,332,20,12,3
2024-10-14,baja california,2044,90,43,4
2024-10-14,mexico city,19379,1187,760,82
2024-10-14,chiapas,886,47,17,0
2024-10-14,guanajuato,1981,86,39,3
2024-10-14,veracruz,3146,129,67,8
2024-10-14,campeche,413,14,6,2
2024-10-14,tabasco,1058,59,26,2
2024-10-14,baja california sur,391,20,5,2
2024-10-14,sonora,1753,69,32,1
2024-10-15,tlaxcala,368,15,6,1
2024-10-15,michoacán,1678,82,34,4
2024-10-15,yucatán,2263,104,49,5
2024-10-15,guerrero,938,36,16,1
2024-10-15,tamaulipas,1335,47,29,2
2024-10-15,san luis potosí,767,34,20,4
2024-10-15,sinaloa,2423,136,59,7
2024-10-15,zacatecas,519,18,7,1
2024-10-15,morelos,974,32,14,3
2024-10-15,coahuila,1564,65,29,2
2024-10-15,jalisco,6044,371,134,23
2024-10-15,aguascalientes,711,27,21,1
2024-10-15,nuevo león,8748,593,357,21
2024-10-15,chihuahua,2045,102,48,8
2024-10-15,quintana roo,1921,73,40,7
2024-10-15,méxico,5165,275,122,25
2024-10-15,puebla,2145,99,53,9
2024-10-15,hidalgo,756,54,30,2
2024-10-15,querétaro,2632,113,50,6
2024-10-15,oaxaca,593,26,9,3
2024-10-15,nayarit,339,25,8,1
2024-10-15,durango,453,19,11,0
2024-10-15,colima,371,17,7,3
2024-10-15,baja california,1909,83,25,0
2024-10-15,mexico city,18505,1152,660,66
2024-10-15,chiapas,851,43,15,0
2024-10-15,guanajuato,2014,116,49,6
2024-10-15,veracruz,2991,126,64,10
2024-10-15,campeche,426,17,3,0
2024-10-15,tabasco,1018,52,23,1
2024-10-15,baja california sur,389,22,16,1
2024-10-15,sonora,1412,65,22,2
2024-10-16,tlaxcala,373,9,7,0
2024-10-16,michoacán,1900,86,42,2
2024-10-16,yucatán,2461,94,52,5
2024-10-16,guerrero,1036,51,17,0
2024-10-16,tamaulipas,1443,55,24,2
2024-10-16,san luis potosí,987,45,32,1
2024-10-16,sinaloa,2723,127,44,6
2024-10-16,zacatecas,536,18,7,2
2024-10-16,morelos,1203,51,24,4
2024-10-16,coahuila,1561,72,37,5
2024-10-16,jalisco,6691,376,143,27
2024-10-16,aguascalientes,757,34,15,2
2024-10-16,nuevo león,10165,643,371,23
2024-10-16,chihuahua,2222,89,35,4
2024-10-16,quintana roo,2106,90,35,6
2024-10-16,méxico,5872,264,126,21
2024-10-16,puebla,2508,108,52,6
2024-10-16,hidalgo,883,34,10,0
2024-10-16,querétaro,3055,108,54,10
2024-10-16,oaxaca,697,40,16,1
2024-10-16,nayarit,320,11,4,0
2024-10-16,durango,463,20,10,0
2024-10-16,colima,365,25,16,1
2024-10-16,baja california,2076,86,27,1
2024-10-16,mexico city,20532,1200,670,72
2024-10-16,chiapas,887,37,23,6
2024-10-16,guanajuato,2245,88,46,10
2024-10-16,veracruz,3403,130,45,5
2024-10-16,campeche,439,21,8,1
2024-10-16,tabasco,1149,53,29,2
2024-10-16,baja california sur,439,31,14,0
2024-10-16,sonora,1623,68,25,2
2024-10-17,tlaxcala,426,12,4,0
2024-10-17,michoacán,2061,71,45,3
2024-10-17,yucatán,3010,126,54,11
2024-10-17,guerrero,1132,53,24,4
2024-10-17,tamaulipas,1610,56,18,0
2024-10-17,san luis potosí,1091,51,18,0
2024-10-17,sinaloa,3080,135,60,8
2024-10-17,zacatecas,578,30,16,1
2024-10-17,morelos,1275,46,20,2
2024-10-17,coahuila,1755,61,24,0
2024-10-17,jalisco,7331,371,137,20
2024-10-17,aguascalientes,883,45,17,1
2024-10-17,nuevo león,11054,677,435,27
2024-10-17,chihuahua,2458,98,45,7
2024-10-17,quintana roo,2568,96,41,6
2024-10-17,méxico,6928,296,169,21
2024-10-17,puebla,2892,106,47,8
2024-10-17,hidalgo,921,38,21,1
2024-10-17,querétaro,3463,121,65,8
2024-10-17,oaxaca,761,28,15,3
2024-10-17,nayarit,407,13,6,1
2024-10-17,durango,583,20,2,1
2024-10-17,colima,393,26,16,2
2024-10-17,baja california,2457,90,43,5
2024-10-17,mexico city,24724,1261,693,60
2024-10-17,chiapas,978,43,16,3
2024-10-17,guanajuato,2491,110,52,2
2024-10-17,veracruz,4228,147,56,7
2024-10-17,campeche,534,23,10,0
2024-10-17,tabasco,1283,46,28,5
2024-10-17,baja california sur,516,18,3,0
2024-10-17,sonora,1897,75,22,4
2024-10-18,tlaxcala,286,12,13,2
2024-10-18,michoacán,1359,55,35,1
2024-10-18,yucatán,2038,95,43,3
2024-10-18,guerrero,699,22,9,3
2024-10-18,tamaulipas,1074,34,17,1
2024-10-18,san luis potosí,664,26,19,3
2024-10-18,sinaloa,1980,96,29,4
2024-10-18,zacatecas,399,22,6,1
2024-10-18,morelos,813,35,22,1
2024-10-18,coahuila,1227,56,22,2
2024-10-18,jalisco,5120,293,121,24
2024-10-18,aguascalientes,559,33,12,1
2024-10-18,nuevo león,7726,553,364,17
2024-10-18,chihuahua,1631,89,28,3
2024-10-18,quintana roo,1781,95,41,5
2024-10-18,méxico,4289,226,126,19
2024-10-18,puebla,1895,84,54,4
2024-10-18,hidalgo,647,35,18,4
2024-10-18,querétaro,2188,92,42,7
2024-10-18,oaxaca,510,37,20,3
2024-10-18,nayarit,279,14,5,0
2024-10-18,durango,378,10,2,0
2024-10-18,colima,297,18,10,0
2024-10-18,baja california,1521,68,25,2
2024-10-18,mexico city,15834,975,613,71
2024-10-18,chiapas,741,34,10,1
2024-10-18,guanajuato,1584,71,37,0
2024-10-18,veracruz,2632,101,52,2
2024-10-18,campeche,342,12,5,1
2024-10-18,tabasco,861,56,22,3
2024-10-18,baja california sur,321,25,12,1
2024-10-18,sonora,1255,61,21,4
2024-10-19,tlaxcala,365,19,14,1
2024-10-19,michoacán,1499,49,17,1
2024-10-19,yucatán,2134,90,32,3
2024-10-19,guerrero,827,33,12,2
2024-10-19,tamaulipas,1169,37,18,0
2024-10-19,san luis potosí,702,27,16,2
2024-10-19,sinaloa,2309,124,56,7
2024-10-19,zacatecas,439,17,9,2
2024-10-19,morelos,872,31,12,1
2024-10-19,coahuila,1462,81,35,5
2024-10-19,jalisco,5307,262,116,12
2024-10-19,aguascalientes,569,23,6,0
2024-10-19,nuevo león,7981,480,274,8
2024-10-19,chihuahua,1764,86,35,2
2024-10-19,quintana roo,2238,74,32,1
2024-10-19,méxico,4516,211,127,18
2024-10-19,puebla,2002,71,42,4
2024-10-19,hidalgo,726,39,24,3
2024-10-19,querétaro,2353,83,35,3
2024-10-19,oaxaca,610,30,18,4
2024-10-19,nayarit,279,13,6,1
2024-10-19,durango,408,8,7,0
2024-10-19,colima,302,19,8,0
2024-10-19,baja california,1626,62,32,2
2024-10-19,mexico city,15306,877,516,28
2024-10-19,chiapas,821,35,10,2
2024-10-19,guanajuato,1822,74,30,4
2024-10-19,veracruz,3003,132,43,6
2024-10-19,campeche,430,18,9,0
2024-10-19,tabasco,1011,45,17,1
2024-10-19,baja california sur,388,29,19,2
2024-10-19,sonora,1315,47,18,2
2024-10-20,tlaxcala,407,17,8,0
2024-10-20,michoacán,1728,68,26,2
2024-10-20,yucatán,2247,101,51,6
2024-10-20,guerrero,891,28,15,3
2024-10-20,tamaulipas,1390,56,22,4
2024-10-20,san luis potosí,840,35,22,3
2024-10-20,sinaloa,2285,101,38,4
2024-10-20,zacatecas,491,25,13,3
2024-10-20,morelos,1042,33,12,1
2024-10-20,coahuila,1619,52,36,7
2024-10-20,jalisco,5768,302,152,20
2024-10-20,aguascalientes,636,35,14,2
2024-10-20,nuevo león,8593,600,419,23
2024-10-20,chihuahua,2004,79,36,5
2024-10-20,quintana roo,2175,89,33,8
2024-10-20,méxico,5450,264,144,21
2024-10-20,puebla,2251,79,41,3
2024-10-20,hidalgo,862,35,20,5
2024-10-20,querétaro,2584,108,43,7
2024-10-20,oaxaca,750,35,13,2
2024-10-20,nayarit,318,11,2,0
2024-10-20,durango,485,21,7,0
2024-10-20,colima,347,12,10,0
2024-10-20,baja california,1805,72,30,1
2024-10-20,mexico city,17888,1076,606,61
2024-10-20,chiapas,904,43,26,3
2024-10-20,guanajuato,2064,72,47,6
2024-10-20,veracruz,3685,133,47,3
2024-10-20,campeche,431,15,11,3
2024-10-20,tabasco,1044,37,20,1
2024-10-20,baja california sur,405,17,8,0
2024-10-20,sonora,1372,61,25,3
2024-10-21,tlaxcala,347,5,2,0
2024-10-21,michoacán,1613,87,39,3
2024-10-21,yucatán,2275,97,52,7
2024-10-21,guerrero,900,39,21,3
2024-10-21,tamaulipas,1425,54,21,1
2024-10-21,san luis potosí,822,37,18,3
2024-10-21,sinaloa,2580,116,56,6
2024-10-21,zacatecas,457,22,13,1
2024-10-21,morelos,1000,35,16,1
2024-10-21,coahuila,1582,78,33,5
2024-10-21,jalisco,6002,332,150,23
2024-10-21,aguascalientes,644,44,14,1
2024-10-21,nuevo león,9982,671,452,20
2024-10-21,chihuahua,2135,91,43,9
2024-10-21,quintana roo,2006,78,35,5
2024-10-21,méxico,5591,277,165,24
2024-10-21,puebla,2199,102,45,5
2024-10-21,hidalgo,799,33,20,6
2024-10-21,querétaro,2777,127,56,7
2024-10-21,oaxaca,622,21,12,1
2024-10-21,nayarit,309,10,4,1
2024-10-21,durango,448,17,9,3
2024-10-21,colima,345,15,6,0
2024-10-21,baja california,2018,90,35,3
2024-10-21,mexico city,19196,1204,685,79
2024-10-21,chiapas,907,54,24,3
2024-10-21,guanajuato,1984,89,43,4
2024-10-21,veracruz,3641,129,66,7
2024-10-21,campeche,395,22,7,0
2024-10-21,tabasco,1021,44,19,4
2024-10-21,baja california sur,446,24,8,2
2024-10-21,sonora,1551,62,27,2
2024-10-22,tlaxcala,276,8,10,1
2024-10-22,michoacán,1392,54,19,5
2024-10-22,yucatán,2075,124,48,5
2024-10-22,guerrero,762,27,10,0
2024-10-22,tamaulipas,1245,42,15,2
2024-10-22,san luis potosí,704,40,24,3
2024-10-22,sinaloa,2334,139,57,7
2024-10-22,zacatecas,444,26,13,1
2024-10-22,morelos,867,37,21,3
2024-10-22,coahuila,1415,59,27,2
2024-10-22,jalisco,5450,306,123,24
2024-10-22,aguascalientes,635,22,17,2
2024-10-22,nuevo león,8709,659,455,28
2024-10-22,chihuahua,1902,84,42,6
2024-10-22,quintana roo,1733,74,38,4
2024-10-22,méxico,4612,240,158,26
2024-10-22,puebla,1891,89,58,4
2024-10-22,hidalgo,632,28,11,2
2024-10-22,querétaro,2387,121,54,10
2024-10-22,oaxaca,581,27,8,1
2024-10-22,nayarit,275,22,5,0
2024-10-22,durango,454,19,12,0
2024-10-22,colima,308,12,2,0
2024-10-22,baja california,1777,72,32,1
2024-10-22,mexico city,16793,1079,613,63
2024-10-22,chiapas,812,45,20,1
2024-10-22,guanajuato,1805,82,44,7
2024-10-22,veracruz,2824,118,50,6
2024-10-22,campeche,322,17,5,0
2024-10-22,tabasco,951,46,15,1
2024-10-22,baja california sur,429,23,6,0
2024-10-22,sonora,1479,75,41,3
2024-10-23,tlaxcala,290,12,4,1
2024-10-23,michoacán,1357,69,25,6
2024-10-23,yucatán,1996,98,44,12
2024-10-23,guerrero,723,34,10,2
2024-10-23,tamaulipas,1192,38,18,2
2024-10-23,san luis potosí,701,40,26,3
2024-10-23,sinaloa,2182,118,47,3
2024-10-23,zacatecas,433,13,9,1
2024-10-23,morelos,760,36,23,6
2024-10-23,coahuila,1403,61,32,3
2024-10-23,jalisco,5087,274,120,19
2024-10-23,aguascalientes,642,37,17,2
2024-10-23,nuevo león,8212,641,430,14
2024-10-23,chihuahua,1859,95,36,3
2024-10-23,quintana roo,1627,70,34,2
2024-10-23,méxico,5051,224,127,18
2024-10-23,puebla,1779,88,43,5
2024-10-23,hidalgo,601,19,7,4
2024-10-23,querétaro,2216,83,40,4
2024-10-23,oaxaca,459,25,9,0
2024-10-23,nayarit,307,15,6,2
2024-10-23,durango,442,14,5,0
2024-10-23,colima,313,22,13,4
2024-10-23,baja california,1767,76,39,3
2024-10-23,mexico city,17944,1095,606,65
2024-10-23,chiapas,847,47,18,2
2024-10-23,guanajuato,1767,66,33,2
2024-10-23,veracruz,2632,122,56,9
2024-10-23,campeche,313,18,8,0
2024-10-23,tabasco,879,36,21,1
2024-10-23,baja california sur,356,16,5,2
2024-10-23,sonora,1439,61,25,2
2024-10-24,tlaxcala,285,11,7,0
2024-10-24,michoacán,1450,66,31,4
2024-10-24,yucatán,1878,79,26,1
2024-10-24,guerrero,766,35,13,2
2024-10-24,tamaulipas,1133,58,23,4
2024-10-24,san luis potosí,678,29,15,4
2024-10-24,sinaloa,2174,114,45,5
2024-10-24,zacatecas,473,17,8,0
2024-10-24,morelos,835,34,20,2
2024-10-24,coahuila,1365,60,31,4
2024-10-24,jalisco,5440,273,108,8
2024-10-24,aguascalientes,644,26,17,1
2024-10-24,nuevo león,8649,598,423,15
2024-10-24,chihuahua,1895,86,38,5
2024-10-24,quintana roo,1796,68,32,5
2024-10-24,méxico,4972,234,137,19
2024-10-24,puebla,1941,76,41,4
2024-10-24,hidalgo,617,28,9,2
2024-10-24,querétaro,2261,83,42,5
2024-10-24,oaxaca,518,23,12,0
2024-10-24,nayarit,278,16,5,2
2024-10-24,durango,482,19,9,2
2024-10-24,colima,268,11,3,0
2024-10-24,baja california,1913,65,36,2
2024-10-24,mexico city,17826,1045,602,72
2024-10-24,chiapas,702,36,18,0
2024-10-24,guanajuato,1635,95,51,10
2024-10-24,veracruz,2614,113,46,1
2024-10-24,campeche,338,14,10,0
2024-10-24,tabasco,929,51,29,7
2024-10-24,baja california sur,386,20,7,0
2024-10-24,sonora,1326,64,44,4
2024-10-25,tlaxcala,351,16,7,0
2024-10-25,michoacán,1679,58,44,8
2024-10-25,yucatán,1820,77,28,5
2024-10-25,guerrero,793,28,13,0
2024-10-25,tamaulipas,1263,39,20,1
2024-10-25,san luis potosí,817,37,10,0
2024-10-25,sinaloa,2483,115,54,5
2024-10-25,zacatecas,506,19,11,2
2024-10-25,morelos,1014,33,18,1
2024-10-25,coahuila,1518,47,25,4
2024-10-25,jalisco,5806,294,117,16
2024-10-25,aguascalientes,648,32,14,4
2024-10-25,nuevo león,9190,663,495,18
2024-10-25,chihuahua,2088,94,53,10
2024-10-25,quintana roo,1912,97,41,4
2024-10-25,méxico,5494,264,123,11
2024-10-25,puebla,2088,79,39,2
2024-10-25,hidalgo,683,18,7,0
2024-10-25,querétaro,2614,110,55,6
2024-10-25,oaxaca,498,18,6,1
2024-10-25,nayarit,306,12,5,1
2024-10-25,durango,475,11,5,1
2024-10-25,colima,289,13,9,1
2024-10-25,baja california,2108,94,44,11
2024-10-25,mexico city,19494,1174,664,55
2024-10-25,chiapas,812,45,21,3
2024-10-25,guanajuato,1954,75,37,4
2024-10-25,veracruz,2866,127,42,5
2024-10-25,campeche,363,15,5,0
2024-10-25,tabasco,993,43,20,0
2024-10-25,baja california sur,393,15,12,3
2024-10-25,sonora,1522,69,16,0
2024-10-26,tlaxcala,277,11,2,1
2024-10-26,michoacán,1393,73,21,2
2024-10-26,yucatán,1717,85,46,5
2024-10-26,guerrero,786,32,15,5
2024-10-26,tamaulipas,1113,64,31,2
2024-10-26,san luis potosí,681,31,16,4
2024-10-26,sinaloa,2321,117,36,2
2024-10-26,zacatecas,459,16,1,0
2024-10-26,morelos,836,42,21,4
2024-10-26,coahuila,1359,65,21,3
2024-10-26,jalisco,5383,348,133,26
2024-10-26,aguascalientes,632,25,10,2
2024-10-26,nuevo león,8132,652,487,23
2024-10-26,chihuahua,1929,89,46,6
2024-10-26,quintana roo,1808,74,52,6
2024-10-26,méxico,4930,241,105,8
2024-10-26,puebla,1775,70,31,2
2024-10-26,hidalgo,720,41,19,5
2024-10-26,querétaro,2311,92,47,8
2024-10-26,oaxaca,545,35,14,1
2024-10-26,nayarit,304,19,6,1
2024-10-26,durango,411,13,6,0
2024-10-26,colima,318,14,8,2
2024-10-26,baja california,1980,88,41,6
2024-10-26,mexico city,17399,1044,562,54
2024-10-26,chiapas,801,41,18,2
2024-10-26,guanajuato,1743,69,31,3
2024-10-26,veracruz,2778,111,56,5
2024-10-26,campeche,358,14,8,0
2024-10-26,tabasco,983,49,15,1
2024-10-26,baja california sur,399,27,8,0
2024-10-26,sonora,1355,62,29,3
2024-10-27,tlaxcala,308,16,8,1
2024-10-27,michoacán,1474,52,24,2
2024-10-27,yucatán,1739,84,35,5
2024-10-27,guerrero,795,38,16,1
2024-10-27,tamaulipas,1242,50,24,1
2024-10-27,san luis potosí,716,31,12,2
2024-10-27,sinaloa,2441,129,49,7
2024-10-27,zacatecas,513,19,16,3
2024-10-27,morelos,994,54,29,3
2024-10-27,coahuila,1455,70,29,2
2024-10-27,jalisco,5816,317,120,15
2024-10-27,aguascalientes,648,41,17,1
2024-10-27,nuevo león,8275,643,469,17
2024-10-27,chihuahua,1922,100,49,6
2024-10-27,quintana roo,1992,94,48,3
2024-10-27,méxico,5291,295,144,14
2024-10-27,puebla,1745,84,41,4
2024-10-27,hidalgo,762,38,22,4
2024-10-27,querétaro,2294,96,49,3
2024-10-27,oaxaca,551,32,8,4
2024-10-27,nayarit,265,14,7,2
